nodenumber;    x-coordinate;    y-coordinate;    z-coordinate;skin-friction-coef
7690; 2.812194526E-01;-2.687525377E-02; 3.099999949E-02; 3.836787343E-01
7721; 2.827081680E-01;-2.682144754E-02; 3.099999763E-02; 3.769111335E-01
7750; 2.841972411E-01;-2.677093074E-02; 3.099999949E-02; 3.683407903E-01
7775; 2.856866121E-01;-2.672318555E-02; 3.099999949E-02; 3.595126271E-01
7792; 2.866896689E-01;-2.669256367E-02; 3.100000136E-02; 3.530011773E-01
7801; 2.871761918E-01;-2.667770721E-02; 3.099999949E-02; 3.498457968E-01
7825; 2.886660397E-01;-2.663397603E-02; 3.099999949E-02; 3.406168520E-01
7852; 2.901561260E-01;-2.659147792E-02; 3.100000136E-02; 3.305894136E-01
7876; 2.916464508E-01;-2.654969692E-02; 3.099999949E-02; 3.214364052E-01
7898; 2.931370139E-01;-2.650812082E-02; 3.099999949E-02; 3.117378652E-01
7924; 2.946277559E-01;-2.646623552E-02; 3.099999949E-02; 3.019372821E-01
7947; 2.961187363E-01;-2.642352134E-02; 3.099999949E-02; 2.929359674E-01
7968; 2.976098359E-01;-2.637946792E-02; 3.100000136E-02; 2.826009989E-01
7996; 2.991011143E-01;-2.633383311E-02; 3.099999949E-02; 2.722840905E-01
8029; 3.005926013E-01;-2.628703415E-02; 3.099999949E-02; 2.601613998E-01
8056; 3.020842969E-01;-2.623958141E-02; 3.099999949E-02; 2.457522154E-01
8086; 3.035761714E-01;-2.619197965E-02; 3.099999949E-02; 2.270779610E-01
8113; 3.050682545E-01;-2.614473738E-02; 3.099999949E-02; 2.059016079E-01
8141; 3.065605760E-01;-2.609836496E-02; 3.099999949E-02; 1.804583520E-01
8168; 3.080530763E-01;-2.605336905E-02; 3.099999949E-02; 1.521148384E-01
8190; 3.095457852E-01;-2.601026371E-02; 3.099999949E-02; 1.208863258E-01
8218; 3.110387325E-01;-2.596955188E-02; 3.099999949E-02; 8.868436515E-02
8239; 3.125318885E-01;-2.593173459E-02; 3.099999949E-02; 5.782349408E-02
8264; 3.140252233E-01;-2.589689381E-02; 3.099999949E-02; 3.386685252E-02
8280; 3.155186772E-01;-2.586463839E-02; 3.099999949E-02; 2.299011126E-02
8303; 3.170123398E-01;-2.583455294E-02; 3.099999949E-02; 2.798246779E-02
8315; 3.174507618E-01;-2.582623437E-02; 3.099999949E-02; 2.989012934E-02
8325; 3.185061216E-01;-2.580621280E-02; 3.099999949E-02; 3.447930142E-02
8337; 3.199999928E-01;-2.577920258E-02; 3.099999949E-02; 4.653353989E-02
8341; 3.203275204E-01;-2.577341720E-02; 3.099999949E-02; 4.334586114E-02
8351; 3.206550777E-01;-2.576767094E-02; 3.099999949E-02; 3.506859764E-02
8357; 3.209826052E-01;-2.576196007E-02; 3.099999949E-02; 3.690926358E-02
8362; 3.213101625E-01;-2.575628087E-02; 3.099999949E-02; 3.812820464E-02
8365; 3.216376901E-01;-2.575062588E-02; 3.099999949E-02; 3.933016583E-02
8370; 3.219652474E-01;-2.574499324E-02; 3.099999949E-02; 4.112198204E-02
8373; 3.222928047E-01;-2.573937736E-02; 3.099999949E-02; 4.270908609E-02
8377; 3.226203918E-01;-2.573377453E-02; 3.099999949E-02; 3.924570605E-02
8382; 3.229479492E-01;-2.572818100E-02; 3.099999949E-02; 3.240308911E-02
8386; 3.232755065E-01;-2.572259121E-02; 3.099999949E-02; 2.612126246E-02
8390; 3.236030936E-01;-2.571699955E-02; 3.099999949E-02; 1.640563644E-02
8393; 3.239306808E-01;-2.571120858E-02; 3.099999949E-02; 9.078328498E-03
8443; 3.281306624E-01;-2.563731000E-02; 3.100000136E-02; 1.581695117E-02
8451; 3.284530938E-01;-2.563129552E-02; 3.100000136E-02; 2.058322355E-02
8454; 3.287755251E-01;-2.562522143E-02; 3.099999949E-02; 2.568675205E-02
8462; 3.290979564E-01;-2.561909333E-02; 3.099999949E-02; 2.737742290E-02
8470; 3.294203877E-01;-2.561291493E-02; 3.099999763E-02; 2.821339481E-02
8475; 3.297428191E-01;-2.560668811E-02; 3.099999949E-02; 2.747775614E-02
8479; 3.300652802E-01;-2.560041659E-02; 3.099999949E-02; 2.750650793E-02
8482; 3.303877115E-01;-2.559410781E-02; 3.099999949E-02; 3.017958999E-02
8487; 3.307101727E-01;-2.558775991E-02; 3.099999949E-02; 3.971282765E-02
8496; 3.310326040E-01;-2.558138035E-02; 3.099999949E-02; 5.289466679E-02
8497; 3.313550651E-01;-2.557496913E-02; 3.099999949E-02; 7.174385339E-02
8504; 3.316775262E-01;-2.556853369E-02; 3.099999763E-02; 1.068974137E-01
8509; 3.319999874E-01;-2.556207590E-02; 3.099999949E-02; 1.273502856E-01
8527; 3.334878981E-01;-2.553209290E-02; 3.099999949E-02; 1.371472478E-01
8552; 3.349758983E-01;-2.550207451E-02; 3.099999763E-02; 1.347961724E-01
