nodenumber;    x-coordinate;    y-coordinate;    z-coordinate;skin-friction-coef
8085; 3.294203877E-01;-2.561291493E-02; 4.101675666E-10; 5.730332062E-02
8091; 3.297428191E-01;-2.560668811E-02; 4.101719520E-10; 5.600620806E-02
8097; 3.300652802E-01;-2.560041845E-02; 4.101735063E-10; 5.432613567E-02
8099; 3.303877115E-01;-2.559410781E-02; 4.101720630E-10; 5.345998704E-02
8103; 3.307101727E-01;-2.558775991E-02; 4.101678441E-10; 5.236624926E-02
8110; 3.310326040E-01;-2.558138035E-02; 4.101617379E-10; 4.991658404E-02
8114; 3.313550651E-01;-2.557496913E-02; 4.101552986E-10; 4.836440086E-02
8118; 3.316775262E-01;-2.556853369E-02; 4.101506912E-10; 4.864661396E-02
8123; 3.319999874E-01;-2.556207590E-02; 1.942890293E-16; 4.334389418E-02
8138; 3.334878981E-01;-2.553209476E-02; 3.856139852E-10; 3.064178117E-02
8162; 3.349758983E-01;-2.550207451E-02; 3.763326872E-10; 4.929965734E-02
8183; 3.364639878E-01;-2.547237091E-02; 3.670472537E-10; 8.737234026E-02
8200; 3.379521668E-01;-2.544334158E-02; 3.577045882E-10; 7.588613033E-02
8210; 3.239306808E-01;-2.542786486E-02;-5.711478845E-09; 7.540981285E-03
8214; 3.394404352E-01;-2.541534044E-02;-4.672640053E-11; 3.994827718E-02
8232; 3.409287930E-01;-2.538872696E-02; 3.388243575E-10; 7.498711348E-02
8253; 3.281306624E-01;-2.536446787E-02;-3.705369345E-14; 3.425341100E-02
8255; 3.424172401E-01;-2.536385693E-02; 3.293445794E-10; 1.364367008E-01
8272; 3.439058065E-01;-2.534102090E-02; 3.199697174E-10; 2.156531960E-01
8287; 3.453944325E-01;-2.532020025E-02; 3.107948621E-10; 3.079552948E-01
8299; 3.468831182E-01;-2.530127950E-02;-9.324514771E-11; 2.946493030E-01
8311; 3.483718932E-01;-2.528414503E-02; 2.933882026E-10; 4.506586790E-01
8326; 3.498607278E-01;-2.526868507E-02; 2.854172731E-10; 8.508850336E-01
8335; 3.513495922E-01;-2.525478601E-02; 2.753113293E-10; 1.034572124E+00
8346; 3.528385460E-01;-2.524233423E-02; 2.641590835E-10; 9.359316230E-01
8349; 3.543275297E-01;-2.523121610E-02; 2.528463827E-10; 8.314844370E-01
8361; 3.558165431E-01;-2.522131801E-02; 2.420355583E-10; 1.034933090E+00
8368; 3.573056161E-01;-2.521252446E-02; 2.321449977E-10; 9.677883983E-01
8375; 3.587947488E-01;-2.520472556E-02; 2.233286472E-10; 4.708310962E-01
8378; 3.602839112E-01;-2.519780584E-02; 2.154556256E-10; 2.479982972E-01
8387; 3.617731035E-01;-2.519165166E-02; 2.080895317E-10; 2.501192093E-01
8390; 3.632623553E-01;-2.518614940E-02; 2.004681560E-10; 2.732354403E-01
8392; 3.647516370E-01;-2.518118545E-02; 1.788893755E-10; 2.287152112E-01
8395; 3.662409484E-01;-2.517664805E-02; 8.679079677E-11; 1.483756751E-01
8402; 3.677302897E-01;-2.517241985E-02;-5.989751750E-11; 1.985349804E-01
8403; 3.692196906E-01;-2.516838908E-02;-2.379914599E-10; 3.072714806E-01
8408; 3.707090914E-01;-2.516444400E-02;-4.278017385E-10; 2.984607816E-01
8413; 3.721985221E-01;-2.516046725E-02;-6.129720620E-10; 2.690280378E-01
8419; 3.736879528E-01;-2.515634894E-02;-7.803170887E-10; 2.729337215E-01
8424; 3.751774430E-01;-2.515197173E-02;-9.196605144E-10; 3.097407520E-01
8427; 3.766669333E-01;-2.514722385E-02;-1.023672258E-09; 3.901676834E-01
8429; 3.239306808E-01;-2.514445782E-02;-4.759565631E-09; 1.850581169E-02
8433; 3.781564236E-01;-2.514199167E-02;-1.087706480E-09; 4.702980816E-01
8435; 3.796459436E-01;-2.513616160E-02;-1.109638381E-09; 5.357146263E-01
8443; 3.811354637E-01;-2.512961812E-02;-1.089702550E-09; 5.774779320E-01
8450; 3.826250136E-01;-2.512224950E-02;-1.030329266E-09; 5.868702531E-01
8456; 3.841145337E-01;-2.511394210E-02;-9.359826247E-10; 5.911870003E-01
8465; 3.856040835E-01;-2.510457858E-02;-8.129973361E-10; 6.234079599E-01
8472; 3.870936334E-01;-2.509405091E-02;-6.694165222E-10; 6.694316864E-01
8474; 3.281306624E-01;-2.509162761E-02;-3.091971124E-14; 5.058857799E-02
8483; 3.885831535E-01;-2.508223988E-02;-5.148281801E-10; 7.011854649E-01
8491; 3.900726736E-01;-2.506903559E-02;-3.602028675E-10; 6.618884802E-01
8506; 3.915621936E-01;-2.505432256E-02;-2.177305419E-10; 5.580667257E-01
8523; 3.930517137E-01;-2.503798716E-02;-1.006577321E-10; 4.785091281E-01
8534; 3.945412040E-01;-2.501991577E-02;-2.312403047E-11; 4.475925267E-01
8598; 4.590629339E-01;-2.499999478E-02;-7.632783294E-17; 7.757130861E-01
8597; 4.575622380E-01;-2.499999478E-02;-8.326672685E-17; 7.746939659E-01
8596; 4.560615718E-01;-2.499999478E-02;-8.326672685E-17; 7.631650567E-01
8599; 4.605636001E-01;-2.499999478E-02;-8.326672685E-17; 7.603185773E-01
8595; 4.545609057E-01;-2.499999478E-02;-8.326672685E-17; 7.491232753E-01
8594; 4.530602396E-01;-2.499999478E-02;-8.326672685E-17; 7.319731712E-01
8600; 4.620642662E-01;-2.499999478E-02;-8.326672685E-17; 7.316075563E-01
8593; 4.515595734E-01;-2.499999478E-02;-9.714451465E-17; 7.082775235E-01
